70,Saints Row: The Third,2011,After the Saints have transformed from a small town street gang to pop culture giants  they decide to take over another city called Steelport.,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71,Cuphead,2017,An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,Poppy Playtime,2021,In this horror/puzzle adventure  You must survive the vengeful toys waiting for you in the abandoned toy factory  Use your GrabPack and Explore the mysterious facility.. and don't get caught.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,Control,2019,You are Jesse Faden  a young woman with a troubled past. You become the new Director of the Bureau of Control - Our frontline in researching and fighting against supernatural enemies like the Hiss threatening our very existence.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Assassin's Creed: Origins,2017,A prequel to the Assassin's Creed Franchise set in Egypt from 48 BC where Bayek  a Medjay  begins the foundation of the Assassin's Brotherhood.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
75,Spider-Man 2,2023,"Plot unknown. A sequel to the 2018 game ""Spider-Man"".",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
76,God of War III,2010,Armed with his deadly double-chained blades  Kratos must take on Greek mythology's darkest creatures to destroy Olympus and the mighty Zeus himself.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
77,Call of Duty: Black Ops,2010,Former Marine Captain and CIA operative Alex Mason  upon interrogation by an unknown party  recounts his violent experiences with the Bay of Pigs  a radical Soviet conspiracy  and the Vietnam war.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
78,Batman: Arkham Origins,2013,Years before the Arkham incidents  the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
79,Mass Effect 3,2012,Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy  only a miracle could save them. Then again  Shepard did come back from the dead.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
80,Mass Effect: Legendary Edition,2021,A compilation of the first three Mass Effect games.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
81,Call of Duty: Modern Warfare 2,2009,A massacre at a Russian airport leads to a war between Russia and the United States. Meanwhile  a Task Force is sent to find the perpetrators and bring the bloodshed to an end.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
82,Call of Duty: Vanguard,2021,Dogfight over the Pacific  airdrop over France  defend Stalingrad with a sniper's precision and blast through advancing forces in North Africa.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83,Gotham Knights,2022,Batman is dead. A new expansive  criminal underworld has swept the streets of Gotham City. It is now up to the Batman Family; Batgirl  Nightwing  Red Hood  and Robin; to protect Gotham.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
